MESA,UNE,SEMILLA,NULOS,BLANCO
11539,34,5,18,9
11540,34,3,41,13
11541,25,1,42,15
11542,32,4,33,9
11543,37,4,28,16
11544,17,7,24,8
11545,12,3,16,2
11546,10,4,7,4
11547,20,14,33,5
11548,19,17,22,9
11549,16,6,31,11
11550,9,17,42,14
11551,15,16,33,7
11552,11,11,38,9
11553,14,21,25,6
11554,10,23,23,8
11555,15,11,24,5
11556,9,10,18,5
11557,4,2,10,4
11558,0,0,2,3
11559,1,2,5,2
11560,47,16,40,52
11561,40,12,41,48
11562,34,7,41,35
11563,41,7,42,42
11564,39,12,40,53
11565,38,15,35,50
11566,25,7,43,63
11567,33,9,49,75
11568,42,7,28,48
11569,41,16,46,25
11570,47,9,22,25
11571,40,10,45,34
11572,43,11,44,27
11573,43,8,39,33
11574,33,12,43,34
11575,45,13,35,31
11576,38,9,33,33
11577,39,14,34,25
11578,27,18,45,9
11579,26,32,34,11
11580,26,28,46,20
11581,32,23,30,21
11582,21,8,34,17
11583,18,7,0,14
11584,38,1,52,39
11585,41,4,40,40
11586,37,1,36,39
11587,29,8,33,37
11588,34,5,32,22
11589,17,6,18,11
11590,18,2,16,9
11591,40,8,34,34
11592,45,5,37,44
11593,37,8,35,27
11594,20,3,28,20
11595,27,15,22,12
11596,31,2,37,42
11597,44,3,46,32
11598,60,4,30,37
11599,37,3,31,25
11600,39,0,40,41
11601,30,5,43,57
11602,38,5,34,39
11603,36,10,31,23
11604,23,3,21,9
11605,16,1,12,7
11606,38,5,33,45
11607,44,3,46,39
11608,30,3,33,53
11609,31,10,30,58
11610,42,4,33,39
11611,20,3,31,30
11612,34,1,29,49
11613,30,2,30,47
11614,36,5,36,29
11615,23,2,33,36
11616,16,5,44,35
11617,30,3,24,16
11618,42,8,24,15
11619,29,7,23,21
11620,31,12,26,14
11621,17,5,24,27
11622,17,8,31,17
11623,9,8,16,26
11624,7,3,13,10
11625,2,1,4,7
11626,59,12,27,22
11627,54,12,39,31
11628,60,14,48,45
11629,58,9,49,33
11630,51,18,48,26
11631,63,15,42,20
11632,45,16,39,25
11633,44,28,41,17
11634,37,50,37,5
11635,25,23,24,4
11636,16,13,24,10
11637,68,7,55,39
11638,40,15,45,34
11639,52,13,44,25
11640,24,9,29,6
11641,35,20,25,9
11642,54,5,27,49
11643,74,5,20,56
11644,79,7,29,52
11645,62,9,36,36
11646,65,6,17,23
11647,59,12,31,17
11648,69,10,17,14
11649,85,1,47,52
11650,80,7,38,44
11651,49,3,19,14
11652,46,5,29,10
11653,53,5,31,24
11654,53,5,16,21
11655,65,8,50,55
11656,82,6,39,35
11657,56,6,32,34
11658,64,3,39,31
11659,31,5,23,10
11660,44,17,24,1
11661,85,9,51,42
11662,58,10,48,32
11663,43,21,44,25
11664,37,5,22,31
11665,19,4,14,8
11666,5,4,6,2
11667,7,57,39,8
11668,7,77,45,15
11669,--,--,--,--
11670,9,61,35,12
11671,15,58,12,36
11672,3,69,29,9
11673,8,73,35,10
11674,6,74,29,4
11675,9,58,29,13
11676,11,71,44,11
11677,7,59,49,13
11678,12,53,40,10
11679,3,88,25,1
11680,6,101,24,2
11681,3,118,26,1
11682,4,118,25,2
11683,3,62,22,0
11684,8,48,7,0
11685,8,48,33,17
11686,10,55,41,14
11687,4,35,48,30
11688,16,41,42,14
11689,6,58,39,3
11690,6,56,39,11
11691,11,61,44,15
11692,14,46,4,13
11693,10,78,42,9
11694,5,103,23,1
11695,3,66,17,0
11696,2,45,15,4
11697,10,23,33,31
11698,6,25,36,13
11699,1,17,28,15
11700,4,14,14,4
11701,18,37,63,58
11702,11,36,63,62
11703,23,29,64,65
11704,22,34,39,71
11705,11,33,61,81
11706,3,30,62,41
11707,6,44,53,39
11708,15,50,41,22
11709,7,37,51,32
11710,12,8,48,30
11711,24,17,45,29
11712,11,31,43,20
11713,15,54,43,74
11714,8,40,42,100
11715,4,42,47,90
11716,6,36,44,107
11717,8,35,48,41
11718,15,41,53,28
11719,4,43,51,39
11720,10,42,70,59
11721,7,27,62,83
11722,3,48,43,53
11723,10,39,37,21
11724,5,35,44,29
11725,5,17,22,32
11726,2,9,16,9
11727,19,50,33,2
11728,28,50,39,4
11729,14,60,35,4
11730,22,64,33,1
11731,32,64,32,3
11732,--,--,--,--
11733,19,41,36,4
11734,48,52,26,2
11735,28,43,32,1
11736,26,40,40,1
11737,16,53,28,7
11738,10,101,13,0
11739,6,67,11,0
11740,15,36,18,1
11741,37,38,49,9
11742,51,35,47,5
11743,40,29,39,2
11744,38,39,41,2
11745,38,38,14,5
11746,33,45,39,7
11747,22,58,37,6
11748,51,53,39,5
11749,48,52,30,5
11750,37,58,43,10
11751,24,55,41,1
11851,90,26,43,23
11852,81,18,65,24
11853,90,18,54,11
11854,87,22,40,18
11855,94,26,44,12
11856,71,27,44,10
11857,83,18,43,14
11858,68,18,54,16
11859,60,29,38,14
11860,74,25,41,13
11861,61,21,41,13
11862,50,31,49,15
11863,58,47,31,5
11864,51,75,23,7
11865,72,37,26,5
11866,43,66,25,3
11867,36,25,32,3
11868,90,18,48,23
11869,83,9,50,34
11870,89,16,60,28
11871,68,23,59,25
11872,59,19,64,37
11873,88,18,58,29
11874,83,19,36,25
11875,84,14,56,18
11876,66,8,45,14
11877,110,5,57,36
11878,66,18,45,11
11879,77,23,35,15
11880,--,--,--,--
11881,86,14,44,16
11882,64,15,37,19
11883,80,16,55,10
11884,72,24,47,20
11885,51,19,48,21
11886,62,19,40,16
11887,54,36,33,6
11888,58,33,40,9
11889,63,27,33,8
11890,43,24,25,18
11891,42,17,21,3
11892,21,10,16,4
11893,28,9,34,5
11894,13,8,16,9
11895,1,5,0,1
11896,2,1,1,2
11897,25,31,69,26
11898,31,29,68,25
11899,37,36,55,14
11900,33,18,95,0
11901,39,25,51,31
11902,37,21,63,28
11903,31,31,71,32
11904,25,41,51,14
11905,32,33,57,11
11906,32,31,41,16
11907,30,31,65,0
11908,34,61,45,16
11909,28,72,46,8
11910,25,74,49,11
11911,17,53,25,11
11912,21,27,41,6
11913,38,19,48,43
11914,48,11,56,24
11915,56,13,57,42
11916,63,13,51,47
11917,38,15,55,37
11918,29,14,59,33
11919,39,22,34,31
11920,37,40,58,17
11921,32,28,35,10
11922,21,32,36,19
11923,49,20,51,39
11924,42,16,50,47
11925,35,32,69,33
11926,41,17,50,47
11927,42,11,62,45
11928,44,11,66,31
11929,44,16,56,21
11930,41,28,46,22
11931,47,24,45,32
11932,30,29,39,17
11933,39,52,38,15
11934,40,46,45,23
11935,23,31,36,25
11936,24,10,26,16
11937,9,8,15,4
11938,44,17,39,33
11939,38,16,30,26
11940,38,15,54,24
11941,31,18,53,17
11942,41,17,46,19
11943,53,12,39,24
11944,47,10,49,26
11945,57,11,46,33
11946,74,6,56,27
11947,73,4,43,30
11948,61,13,51,35
11949,42,17,37,12
11950,39,21,48,8
11951,36,25,46,14
11952,50,23,37,17
11953,46,18,43,21
11954,41,16,37,18
11955,29,23,36,18
11956,34,32,28,16
11957,40,26,32,10
11958,30,62,38,7
11959,41,18,56,9
11960,29,20,30,16
11961,9,27,21,4
11962,12,9,17,4
11963,15,6,27,16
11964,47,5,39,43
11965,45,6,52,51
11966,56,9,44,59
11967,72,7,45,48
11968,61,6,43,62
11969,66,6,53,74
11970,60,10,52,48
11971,66,7,52,42
11972,57,12,46,36
11973,44,7,46,32
11974,40,15,50,21
11975,53,13,51,33
11976,57,19,46,30
11977,56,18,45,24
11978,62,25,48,23
11979,68,20,48,24
11980,40,14,27,14
11981,24,7,32,17
11982,15,4,19,13
11983,78,19,49,29
11984,54,22,44,46
11985,72,15,59,34
11986,69,16,56,28
11987,91,13,37,38
11988,99,11,53,26
11989,100,14,58,45
11990,61,25,58,34
11991,68,17,67,34
11992,56,16,56,15
11993,48,18,34,13
11994,55,17,41,20
11995,69,18,46,18
11996,62,16,58,37
11997,42,22,47,42
11998,70,38,36,18
11999,48,54,38,6
12000,45,43,49,5
12001,56,24,20,9
12002,33,16,17,9
12003,54,5,57,35
12004,46,3,57,26
12005,51,3,46,17
12006,34,4,30,1
12007,35,7,27,15
12008,79,1,44,40
12009,76,3,48,45
12010,82,4,35,31
12011,72,4,43,24
12012,48,9,37,21
12013,48,5,35,11
12014,36,0,51,20
12015,31,2,63,17
12016,25,1,52,19
12017,35,3,31,19
12018,28,1,32,13
12019,29,2,49,18
12020,28,2,36,15
12021,58,3,61,23
12022,67,5,45,42
12023,64,3,70,64
12024,67,1,49,34
12025,55,7,46,28
12026,43,2,53,42
12027,38,16,46,19
12028,35,7,30,34
12029,32,4,47,20
12030,39,3,38,21
12031,36,8,27,19
12032,--,--,--,--
12033,63,5,60,30
12034,40,5,56,24
12035,27,6,32,20
12036,29,4,26,24
12037,27,11,26,14
12038,8,3,12,7
12039,36,18,52,46
12040,53,16,40,63
12041,31,21,50,51
12042,36,28,39,38
12043,45,42,37,25
12044,73,3,55,91
12045,61,8,58,87
12137,53,33,55,6
12138,49,48,48,12
12139,64,14,71,135
12140,51,34,42,9
12141,35,33,45,10
12142,30,30,44,8
12143,51,28,41,154
12144,30,33,36,14
12145,38,25,30,11
12146,29,57,24,3
12147,36,70,22,3
12148,34,58,36,3
12149,13,43,13,4
12150,27,15,13,10
12151,60,11,39,20
12152,74,15,47,18
12153,63,10,48,22
12154,48,17,34,12
12155,35,18,21,13
12156,44,18,62,18
12157,62,10,44,26
12158,68,15,16,56
12159,61,7,56,29
12160,87,12,40,40
12161,75,5,40,15
12162,64,16,43,12
12163,52,18,50,10
12164,63,23,42,8
12165,49,23,33,9
12166,32,20,19,3
12167,28,22,22,6
12168,42,10,51,17
12169,46,18,39,20
12170,71,3,54,25
12171,63,14,34,8
12172,46,12,36,12
12173,33,21,23,8
12174,,,,
12175,93,6,29,15
12176,73,16,50,32
12177,88,6,56,46
12178,86,5,44,35
12179,100,7,15,43
12180,79,10,41,34
12181,53,16,31,22
12182,69,17,37,24
12183,56,12,33,12
12184,54,30,32,10
12185,53,8,13,4
12186,32,14,22,12
12187,51,5,35,12
12188,66,5,38,15
12189,55,12,45,28
12190,63,7,47,14
12191,71,2,34,12
12192,53,12,28,12
12193,37,12,38,7
12194,30,10,12,1
12195,0,4,10,3
12196,70,2,36,16
12197,63,5,38,29
12198,58,3,26,20
12199,30,6,19,9
12200,33,6,9,8
12201,54,13,47,28
12202,76,8,48,13
12203,34,15,39,17
12204,37,22,19,13
12205,43,11,45,18
12206,54,9,54,23
12207,17,18,17,3
12208,7,6,8,3
12209,43,16,58,39
12210,57,6,40,57
12211,64,1,51,52
12212,62,6,46,49
12213,57,3,60,33
12214,43,7,55,33
12215,42,24,59,32
12216,53,25,53,18
12217,36,9,52,24
12218,35,5,68,39
12219,47,2,92,33
12220,55,3,88,38
12221,40,4,82,17
12222,35,3,82,36
12223,44,8,77,20
12224,41,13,87,18
12225,40,5,65,78
12226,19,1,28,21
12227,53,2,75,48
12228,39,1,87,44
12229,18,8,76,23
12230,33,2,44,24
12231,57,15,52,34
12232,50,13,51,37
12233,52,8,60,45
12234,36,19,38,42
12235,47,11,53,36
12236,65,13,37,47
12237,41,8,59,30
12238,39,24,52,25
12239,48,21,45,21
12240,51,15,60,18
12241,29,23,55,31
12242,45,8,53,47
12243,47,8,42,16
12244,47,30,50,18
12245,40,31,25,8
12246,48,38,44,22
12247,37,46,44,20
12248,37,39,35,18
12249,42,17,27,11
12250,25,13,30,6
12251,39,22,50,7
12252,43,24,51,10
12253,41,25,51,16
12254,43,16,47,9
12255,44,17,47,19
12256,43,28,51,15
12257,50,18,51,17
12258,69,15,32,12
12259,34,17,53,8
12260,38,25,39,11
12261,37,13,43,16
12262,52,21,45,14
12263,40,11,39,16
12264,46,18,47,17
12265,59,6,42,18
12266,61,3,39,15
12267,73,12,46,18
12268,46,23,46,5
12269,39,27,46,9
12270,32,43,37,4
12271,37,41,41,5
12272,26,39,33,8
12273,32,19,29,7
12274,57,3,22,8
12275,54,5,82,23
12276,57,4,46,22
12277,52,5,46,33
12278,43,15,38,13
12279,53,14,47,16
12280,57,12,40,15
12281,42,9,59,13
12282,43,31,45,6
12283,52,1,30,22
12284,55,2,27,32
12285,59,4,30,32
12286,27,5,13,14
12287,24,3,6,12
12288,52,3,37,21
12289,51,9,51,20
12290,63,3,33,38
12291,51,6,21,18
12292,35,14,33,15
12293,30,5,73,21
12294,20,2,63,20
12295,29,8,55,20
12296,17,11,64,16
12297,31,6,55,33
12298,23,3,61,30
12299,15,9,77,19
12300,26,6,68,36
12301,32,4,58,19
12302,32,5,60,21
12303,29,3,67,17
12304,52,2,71,34
12305,29,4,67,54
12306,21,6,66,30
12307,31,2,61,37
12308,21,3,71,25
12309,23,5,61,27
12310,22,10,62,20
12311,12,15,66,12
12312,17,9,70,14
12313,10,17,74,8
12314,15,12,34,12
12315,12,2,45,15
12316,60,3,42,25
12317,80,4,52,30
12318,61,5,40,25
12319,48,8,37,23
12320,55,4,44,27
12321,71,2,35,27
12322,51,13,49,13
12323,33,12,19,3
12324,31,5,24,7
12325,59,12,44,15
12326,54,11,50,24
12327,53,7,50,19
12328,60,7,42,24
12329,67,5,43,18
12330,44,5,25,12
12331,40,5,23,10
12332,31,12,35,13
12333,18,5,19,10
12462,44,29,44,27
12463,59,19,45,27
12464,45,46,38,17
12465,43,54,30,10
12466,40,77,35,7
12467,29,67,42,6
12468,38,45,23,10
12469,29,28,20,12
12470,40,13,39,33
12471,35,7,38,15
12472,24,11,24,10
12473,30,13,47,45
12474,28,25,56,39
12475,27,20,56,54
12476,26,21,57,44
12477,35,13,45,59
12478,20,19,46,38
12479,32,12,56,42
12480,23,13,62,28
12481,31,32,56,22
12482,31,18,54,24
12483,22,36,59,25
12484,24,51,51,20
12485,33,64,42,12
12486,26,36,27,9
12487,22,27,34,16
12488,32,1,42,83
12489,31,4,48,48
12490,16,14,35,21
12491,15,8,22,18
12492,34,8,65,45
12493,23,19,64,58
12494,24,12,49,76
12495,39,18,48,67
12496,30,16,57,70
12497,42,20,43,72
12498,47,9,60,68
12499,37,9,43,76
12500,39,16,56,40
12501,29,22,53,34
12502,31,19,48,43
12503,29,30,55,43
12504,33,49,47,28
12505,16,52,71,28
12506,39,27,49,15
12507,31,19,34,28
12508,69,9,55,72
12509,47,8,48,43
12510,33,10,23,8
12511,30,11,16,18
12512,9,4,14,18
12513,48,9,70,34
12514,51,8,52,31
12515,44,13,39,70
12516,36,6,68,32
12517,52,8,69,31
12518,43,5,65,41
12519,48,10,70,25
12520,58,10,43,83
12521,55,7,60,29
12522,43,9,32,15
12523,34,14,37,31
12524,41,21,44,26
12525,38,13,53,25
12526,39,11,49,24
12527,31,7,54,36
12528,39,10,49,15
12529,40,29,45,4
12530,33,18,51,4
12531,30,24,63,12
12532,44,20,45,11
12533,19,17,22,5
12534,17,3,21,7
12535,65,1,68,31
12536,85,3,55,33
12537,71,4,63,21
12538,76,2,45,39
12539,68,4,59,27
12540,62,7,41,21
12541,52,8,58,136
12542,50,13,46,11
12543,29,10,34,8
12544,40,6,30,6
12545,30,0,48,69
12546,40,2,41,48
12547,21,1,62,53
12548,22,1,56,41
12549,20,7,36,21
12550,17,3,43,16
12551,68,4,58,39
12552,51,2,42,32
12553,27,2,22,22
12554,30,1,15,11
12555,11,6,32,21
12556,41,15,77,18
12557,40,7,60,29
12558,35,11,68,21
12559,36,6,54,14
12560,--,--,--,--
12561,45,7,61,24
12562,21,10,69,23
12563,25,16,67,10
12564,20,7,23,11
12565,80,6,51,41
12566,73,3,56,40
12567,73,6,62,35
12568,73,5,59,35
12569,62,11,70,42
12570,74,8,51,34
12571,58,11,54,12
12572,62,5,43,22
12573,66,10,60,14
12574,55,8,64,28
12575,47,4,74,27
12576,41,7,61,42
12577,46,16,50,15
12578,45,15,48,8
12579,49,13,58,16
12580,42,9,50,17
12581,33,11,32,8
12582,31,8,38,23
12583,54,9,52,21
12584,66,5,51,22
12585,52,13,46,26
12586,51,8,47,30
12587,43,8,40,20
12588,47,9,47,36
12589,55,12,44,24
12590,55,14,43,16
12591,32,6,34,11
12592,20,6,19,21
12593,26,26,45,8
12594,25,32,54,11
12595,24,31,40,8
12596,29,37,49,7
12597,18,32,42,9
12598,25,33,35,14
12599,18,44,32,6
12600,33,41,53,11
12601,24,45,37,9
12602,21,41,16,0
12603,26,25,41,9
12604,26,43,43,8
12605,21,40,30,9
12606,21,41,40,3
12607,14,37,57,6
12608,19,26,44,5
12609,16,23,39,8
12610,12,44,38,11
12611,16,52,25,4
12612,20,92,31,5
12613,16,47,22,0
12614,17,35,19,4
12615,24,35,35,20
12616,19,35,42,10
12617,21,62,49,9
12618,19,33,41,4
12619,20,48,39,8
12620,18,45,27,4
12621,3,72,14,1
12622,14,39,19,2
12623,34,23,44,7
12624,29,19,36,20
12625,38,22,45,14
12626,27,19,35,20
12627,27,22,32,18
12628,46,22,32,11
12629,35,19,34,12
12630,32,18,44,22
12631,32,28,49,22
12632,24,21,24,15
12633,24,36,26,5
12634,27,27,29,3
12635,18,21,27,10
12636,21,38,34,18
12637,25,30,51,9
12638,20,32,10,50
12639,24,31,50,13
12640,25,40,48,10
12641,27,36,47,7
12642,22,38,51,2
12643,22,29,51,7
12644,29,26,48,10
12645,20,33,61,8
12646,19,41,39,12
12647,15,35,40,4
12648,14,26,47,9
12649,16,36,56,6
12650,20,29,38,5
12651,19,25,34,6
12652,31,35,47,10
12653,22,20,50,8
12654,20,27,54,22
12655,35,31,34,11
12656,19,30,38,8
12657,20,52,37,3
12658,13,77,6,5
12659,4,78,20,2
12660,15,65,35,3
12661,24,46,20,6
12662,11,31,19,6
12663,12,16,20,8
12664,35,25,36,13
12665,27,24,56,22
12666,35,33,48,8
12667,28,31,45,6
12668,20,33,41,17
12669,26,32,39,9
12670,17,48,25,5
12671,18,60,20,0
12672,18,30,19,3
12673,27,28,36,12
12674,16,42,45,10
12675,18,33,43,8
12676,27,42,37,5
12677,28,26,37,7
12678,20,39,35,2
12679,31,29,42,4
12680,27,36,33,12
12681,25,40,32,3
12682,23,31,47,8
12683,18,57,46,3
12684,24,85,22,4
12685,9,39,31,1
12686,8,32,21,3
12687,49,5,59,14
12688,36,5,49,20
12806,49,6,35,71
12807,51,11,32,24
12808,57,12,48,31
12809,19,12,26,13
12810,31,8,19,7
12811,12,6,10,6
12812,,,,
12813,,,,
12814,,,,
12815,,,,
12816,,,,
12817,,,,
12818,,,,
12819,,,,
12820,,,,
12821,,,,
12822,,,,
12823,,,,
12824,,,,
12825,,,,
12826,,,,
12827,,,,
12828,,,,
12829,,,,
12830,,,,
12831,,,,
12832,,,,
12833,,,,
12834,,,,
12835,,,,
12836,,,,
12837,,,,
12838,,,,
12839,,,,
12840,,,,
12841,17,35,39,16
12842,17,37,47,16
12843,15,37,59,20
12844,16,41,53,19
12845,14,26,63,25
12846,12,32,41,21
12847,16,40,50,26
12848,23,30,48,23
12849,15,31,40,24
12850,15,41,54,8
12851,18,47,43,8
12852,14,31,46,9
12853,20,39,40,11
12854,8,37,38,15
12855,20,40,42,15
12856,14,33,47,8
12857,17,28,45,17
12858,17,35,38,23
12859,25,25,36,23
12860,16,35,31,10
12861,8,51,42,10
12862,11,72,42,11
12863,11,86,37,1
12864,16,53,46,8
12865,14,54,32,7
12866,9,42,12,8
12867,5,15,23,2
12868,20,26,57,32
12869,12,27,67,22
12870,12,29,54,21
12871,17,51,56,9
12872,8,21,55,18
12873,7,32,46,17
12874,9,32,39,17
12875,4,25,22,8
12876,3,23,17,13
12877,10,21,32,10
12878,7,18,36,15
12879,84,21,31,13
12880,73,18,37,15
12881,109,11,47,17
12882,97,11,56,15
12883,56,19,30,12
12884,81,24,31,17
12885,76,23,24,8
12886,49,20,31,4
12887,99,10,35,26
12888,122,21,54,16
12889,102,9,38,27
12890,100,10,37,14
12891,67,13,25,0
12892,60,13,19,7
12893,28,4,88,20
12894,55,4,68,23
12895,29,5,54,18
12896,38,6,46,13
12897,17,8,52,17
12898,35,3,76,18
12899,28,7,65,27
12900,29,6,60,22
12901,31,2,59,17
12902,33,3,60,18
12903,19,6,55,26
12904,20,10,41,6
12905,18,12,37,5
12906,103,1,50,31
12907,76,5,46,29
12908,83,2,43,29
12909,77,1,88,24
12910,74,5,46,29
12911,--,--,--,--
12912,68,4,43,13
12913,75,4,46,20
12914,25,9,67,15
12915,33,4,67,24
12916,30,12,68,21
12917,26,7,78,28
12918,37,7,76,16
12919,39,9,82,16
12920,14,13,74,14
12921,22,5,75,12
12922,21,6,64,15
12923,25,20,59,13
12924,34,3,55,30
12925,19,6,81,11
12926,26,4,65,20
12927,21,7,61,11
12928,20,8,59,9
12929,20,12,70,14
12930,20,7,53,3
12931,13,5,39,12
12932,70,2,86,0
12933,67,4,50,25
12934,68,3,47,42
12935,61,5,49,18
12936,75,9,46,13
12937,43,3,23,2
12938,44,4,17,9
12939,51,7,44,17
12940,44,5,47,12
12941,66,1,43,13
12942,51,1,62,0
12943,42,3,43,24
12944,27,7,22,4
12945,17,5,5,2
12946,3,0,5,1
12947,43,9,41,12
12948,39,6,44,9
12949,41,6,54,12
12950,47,9,48,14
12951,57,8,44,11
12952,58,11,44,8
12953,59,3,45,13
12954,42,8,50,11
12955,52,10,34,8
12956,38,13,35,7
12957,42,12,41,9
12958,35,7,39,9
12959,52,6,42,11
12960,44,7,35,12
12961,51,14,35,2
12962,33,35,40,4
12963,34,31,49,4
12964,34,5,23,10
12965,38,5,53,28
12966,45,6,56,19
12967,35,2,58,20
12968,31,3,52,30
12969,39,6,61,9
12970,38,5,53,14
12971,41,5,53,24
12972,38,5,75,19
12973,29,2,63,24
12974,38,4,66,17
12975,40,6,52,17
12976,29,4,48,10
12977,30,13,42,9
12978,35,23,43,12
12979,41,10,51,8
12980,35,8,48,8
12981,29,2,60,21
12982,19,4,35,12
12983,13,2,29,21
12984,10,0,32,9
12985,38,2,45,33
12986,31,3,59,27
12987,26,5,51,11
12988,40,2,60,21
12989,38,3,65,18
12990,41,5,56,30
12991,36,6,48,23
12992,35,1,44,18
12993,33,6,41,7
12994,27,6,44,10
12995,24,4,103,45
12996,34,2,73,27
12997,24,5,69,30
12998,32,3,60,17
12999,23,5,51,4
13000,28,0,31,15
13001,20,6,25,12
13002,12,1,6,4
13003,3,1,1,1
13004,46,8,40,24
13005,36,9,47,28
13006,40,11,41,36
13007,45,11,47,22
13008,56,11,42,28
13009,60,17,37,18
13010,45,21,31,15
13011,39,19,32,17
13012,41,29,29,7
13013,35,35,22,2
13014,24,16,11,2
13015,23,10,15,6
13016,93,8,28,40
13017,76,11,33,42
13018,135,6,35,25
13019,90,7,42,28
13020,111,11,33,25
13021,93,6,32,17
13022,79,14,36,35
13046,64,15,27,27
13047,39,21,36,17
13048,45,18,31,15
13049,54,12,33,21
13050,35,9,31,26
13051,51,18,23,17
13052,34,27,35,13
13053,34,18,25,5
13054,23,10,19,7
13055,54,4,35,25
13056,56,2,41,42
13057,74,4,44,46
13058,75,2,50,49
13059,50,8,45,15
13060,33,6,24,25
13061,39,16,32,7
13062,40,3,31,7
13063,58,4,49,32
13064,62,4,39,54
13065,62,4,31,37
13066,39,7,36,29
13067,46,5,24,9
13068,18,7,17,6
13069,10,5,13,9
13070,80,8,44,32
13071,91,8,50,30
13072,81,10,48,26
13073,89,3,38,40
13074,58,8,48,37
13075,95,7,47,18
13076,79,10,48,29
13077,89,10,48,23
13078,74,12,53,23
13079,77,14,39,11
13080,70,15,29,17
13081,64,9,51,16
13082,75,15,38,15
13083,73,7,39,20
13084,61,8,37,18
13085,74,14,35,27
13086,69,13,35,27
13087,80,2,24,25
13088,70,7,36,18
13089,55,24,33,13
13090,56,31,36,9
13091,52,27,33,8
13092,69,19,37,7
13093,71,20,34,11
13094,78,11,33,8
13095,62,11,27,11
13096,56,17,60,34
13097,70,10,57,41
13098,85,14,60,32
13099,66,22,56,46
13100,72,15,50,38
13101,44,14,41,18
13102,58,13,45,22
13103,73,12,36,37
13104,50,20,47,32
13105,49,17,36,15
13106,45,29,35,10
13107,42,26,33,11
13108,36,12,33,20
13109,85,13,51,43
13110,75,6,50,42
13111,85,6,67,35
13112,81,9,57,43
13113,59,11,64,14
13114,70,15,53,22
13115,69,13,45,38
13116,64,7,35,53
13117,67,19,45,9
13118,53,23,51,6
13119,32,9,15,1
13120,36,8,19,7
13121,79,7,57,54
13122,94,11,30,90
13123,68,13,56,58
13124,64,9,47,28
13125,86,12,39,53
13126,58,19,41,34
13127,60,30,27,7
13128,32,10,22,14
13129,28,7,22,13
13130,17,5,6,8
13131,15,52,37,2
13132,4,77,26,2
13133,6,68,21,2
13134,11,75,26,3
13135,2,108,17,0
13136,22,54,61,12
13137,24,47,36,17
13138,20,60,46,9
13139,11,55,45,16
13140,16,68,38,6
13141,17,62,55,7
13142,23,58,53,15
13143,19,64,36,12
13144,19,43,58,9
13145,16,79,27,5
13146,16,115,19,3
13147,4,78,29,3
13148,18,72,31,8
13149,20,81,38,5
13150,18,80,35,2
13151,14,48,20,6
13152,7,92,15,2
13153,16,70,39,7
13154,13,85,41,4
13155,10,83,36,5
13156,8,70,54,3
13157,9,73,34,10
13158,7,90,40,4
13159,7,71,9,0
13160,2,69,10,2
13161,16,66,57,3
13162,12,78,47,4
13163,11,71,55,1
13164,10,87,44,4
13165,10,77,39,5
13166,10,95,24,1
13167,7,154,12,0
13168,42,25,38,16
13169,33,31,51,21
13170,29,36,49,9
13171,33,34,53,23
13172,34,37,57,20
13173,18,41,27,4
13174,13,42,28,11
13175,58,12,52,31
13176,63,12,64,25
13177,37,15,55,23
13178,26,14,66,6
13179,17,14,24,7
13180,21,18,19,4
13181,35,16,54,45
13182,31,6,39,45
13183,26,11,41,18
13184,18,15,30,7
13185,9,19,14,10
13186,39,8,62,36
13187,39,6,62,26
13188,47,7,42,46
13189,58,8,62,55
13190,27,11,49,26
13191,38,8,46,29
13192,24,15,30,16
13193,20,7,21,15
13194,42,15,59,23
13195,39,15,65,23
13196,21,9,46,17
13197,16,19,56,23
13198,28,18,53,29
13199,9,29,48,23
13200,5,22,18,2
13201,10,19,15,7
13202,20,24,46,35
13203,12,24,56,38
13204,13,31,48,18
13205,15,34,44,18
13206,20,23,43,30
13207,11,47,45,13
13208,2,33,11,4
13209,6,19,20,5
13210,15,43,42,19
13211,13,66,50,16
13212,7,17,20,9
13213,2,7,4,2
13214,11,54,34,5
13215,15,74,32,9
13216,17,49,25,9
13217,14,42,31,6
13218,14,67,25,2
13219,11,59,36,3
13220,9,67,31,7
13221,12,71,25,5
13222,21,83,37,3
13223,14,80,36,5
13224,18,88,17,3
13225,10,93,25,3
13226,8,88,16,2
13227,13,55,24,6
13228,17,84,27,2
13229,13,84,17,2
13230,6,84,32,3
13231,10,63,27,7
13232,9,86,27,1
13233,16,85,30,4
13234,10,79,15,152
13235,11,63,26,3
13236,11,52,24,11
13237,9,66,25,7
13238,16,66,28,2
13239,5,57,14,8
13425,79,2,23,16
13426,83,1,17,10
13427,60,4,13,3
13428,75,5,19,20
13429,63,4,29,24
13430,79,2,18,19
13431,43,3,15,10
13432,32,4,9,2
13433,45,1,25,33
13434,60,5,41,13
13435,58,4,47,28
13436,32,1,34,13
13437,33,1,26,23
13438,36,0,19,10
13439,99,3,18,14
13440,119,3,28,20
13441,114,5,21,32
13442,84,5,16,18
13443,79,4,11,15
13444,64,4,5,7
13445,59,4,8,5
13446,18,3,8,5
13447,6,3,11,2
13448,31,5,42,36
13449,22,7,65,35
13450,30,4,59,38
13451,31,12,41,22
13452,25,6,39,37
13453,31,7,40,21
13454,12,6,40,20
13455,21,4,32,33
13456,20,15,49,20
13457,23,6,44,23
13458,22,9,48,19
13459,23,18,40,10
13460,15,24,56,21
13461,22,15,37,15
13462,17,17,24,6
