MESA,UNE,SEMILLA,NULOS,BLANCO
1962,6,27,8,0
1963,6,25,10,0
1964,4,17,12,0
1965,3,24,9,0
1966,11,34,10,1
1967,6,32,16,0
1968,7,31,12,0
1969,3,36,18,1
1970,4,36,11,0
1971,3,33,9,0
1972,3,15,8,0
1973,6,15,9,1
1974,5,20,11,2
1975,4,14,10,0
1976,3,15,9,0
1977,1,15,7,0
1978,7,11,3,1
1979,0,26,3,1
1980,4,16,2,1
1981,4,5,9,0
1982,3,5,8,0
1983,3,8,0,0
1984,6,7,9,0
1985,3,12,13,1
1986,2,11,6,0
1987,3,7,5,0
1988,2,4,2,0
1989,1,7,5,0
1990,3,7,6,0
1991,5,3,3,0
1992,2,3,0,0
1993,2,3,7,0
1994,0,1,2,0
1995,1,7,4,0
1996,1,3,0,0
1997,1,2,2,0
1998,0,1,2,0
1999,0,0,2,0
2000,1,4,1,0
2001,1,2,3,0
2002,0,1,2,0
2003,2,2,2,0
2004,2,1,1,0
2005,1,3,4,0
2006,1,5,0,0
2007,1,2,0,0
2008,0,5,1,0
2009,1,4,0,0
2010,1,2,2,0
2011,0,2,1,0
2012,1,4,0,0
2013,0,3,0,0
2014,2,5,3,0
2015,1,7,1,--
2016,1,3,1,1
2017,0,4,1,0
2018,--,1,1,--
2019,6,5,1,0
2020,1,0,1,0
2021,1,4,2,0
2022,0,6,2,0
2023,3,2,3,0
2024,58,51,31,6
2025,56,48,42,1
2026,57,53,29,4
2027,50,59,33,4
2028,43,62,36,1
2029,43,57,39,4
2030,48,64,40,3
2031,57,48,43,2
2032,37,65,43,3
2033,38,64,27,0
2034,26,77,32,4
2035,35,44,26,2
2036,31,62,34,5
2037,39,60,34,3
2038,40,69,32,2
2039,59,68,29,2
2040,43,75,26,0
2041,49,81,34,4
2042,50,54,35,6
2043,45,54,36,3
2044,51,58,43,2
2045,55,57,28,5
2046,66,51,29,0
2047,50,52,32,3
2048,36,55,21,6
2049,32,75,37,0
2050,33,101,26,2
2051,18,144,14,1
2052,29,128,23,0
2053,37,138,17,1
2054,19,93,13,3
2055,21,82,12,0
2056,17,69,11,0
2057,33,40,37,3
2058,35,48,33,6
2059,40,54,26,0
2060,31,49,26,4
2061,33,53,40,4
2062,26,41,36,5
2063,33,51,36,4
2064,29,41,40,2
2065,14,93,28,1
2066,30,65,21,1
2067,45,46,48,0
2068,53,31,34,6
2069,39,54,45,0
2070,32,46,50,7
2071,33,37,46,3
2072,29,39,67,2
2073,28,38,43,2
2074,23,74,35,3
2075,31,53,32,4
2076,36,64,41,7
2077,24,52,39,4
2078,30,50,41,1
2079,31,50,49,6
2080,27,49,44,2
2081,28,48,40,6
2082,42,46,23,4
2083,41,41,47,4
2084,38,45,46,2
2085,38,44,43,2
2086,28,51,29,4
2087,25,78,29,2
2088,17,107,18,1
2089,9,118,21,0
2090,20,99,23,2
2091,14,62,21,1
2092,14,98,22,3
2093,30,45,50,3
2094,32,26,43,8
2095,33,38,57,10
2096,21,41,49,5
2097,26,28,68,4
2098,21,50,40,1
2099,41,31,50,4
2100,25,44,47,3
2101,30,40,32,4
2102,34,44,49,4
2103,36,36,45,4
2104,33,33,41,6
2105,34,47,39,3
2106,25,42,49,2
2107,19,75,27,0
2108,16,96,20,1
2109,10,48,25,1
2110,13,63,6,0
2111,14,47,17,0
2112,13,37,13,1
2113,20,43,20,1
2114,12,43,19,2
2115,12,39,25,1
2116,17,42,14,1
2117,15,38,25,1
2118,5,54,13,1
2119,15,32,24,1
2120,10,34,19,0
2121,21,36,16,0
2122,16,55,23,1
2123,18,41,24,0
2124,12,38,23,1
2125,13,53,14,0
2126,2,87,7,0
2127,25,70,16,0
2128,8,65,3,1
2129,21,35,32,4
2130,18,47,36,1
2131,15,49,35,1
2132,21,62,25,0
2133,16,45,22,0
2134,16,53,31,3
2135,12,40,28,0
2136,4,73,18,1
2137,5,44,11,0
2138,3,48,9,0
2139,62,44,6,4
2140,52,36,41,7
2141,40,51,31,3
2142,47,44,41,5
2143,59,52,34,1
2144,41,39,35,5
2145,32,80,35,3
2146,25,105,14,1
2147,66,18,52,3
2148,42,22,32,2
2149,27,28,13,1
2150,37,47,43,5
2151,44,54,36,7
2152,27,76,26,5
2153,47,59,31,1
2154,32,53,43,4
2155,13,78,35,2
2156,13,64,10,0
2157,9,47,16,0
2158,31,47,59,2
2159,31,36,47,5
2160,25,22,31,7
2161,11,46,20,2
2162,46,33,37,5
2163,26,47,40,6
2164,36,41,41,9
2165,7,42,10,1
2166,14,35,17,1
2167,41,25,43,14
2168,46,14,39,11
2169,25,25,43,5
2170,38,44,33,5
2171,29,39,32,2
2172,40,42,35,2
2173,30,41,23,1
2174,10,11,20,2
2175,57,36,48,4
2176,50,39,41,8
2366,34,26,42,10
2367,38,15,52,16
2368,26,14,67,8
2369,39,12,53,10
2370,28,26,42,9
2371,22,36,45,2
2372,34,22,39,3
2373,20,28,43,5
2374,42,30,35,12
2375,17,33,36,1
2376,21,44,35,5
2377,18,35,35,1
2378,28,3,37,29
2379,34,4,38,18
2380,22,1,34,32
2381,27,2,25,17
2382,23,1,19,13
2383,14,4,16,14
2384,25,7,33,12
2385,44,4,14,22
2386,45,5,27,13
2387,35,4,28,26
2388,26,9,31,15
2389,28,7,22,6
2390,18,9,13,3
2391,10,5,13,5
2392,34,15,45,8
2393,26,23,48,10
2394,21,30,59,3
2395,28,23,50,5
2396,25,25,47,4
2397,20,20,44,3
2398,14,57,28,0
2399,10,36,26,2
2400,23,4,52,17
2401,25,8,41,33
2402,31,1,50,17
2403,21,6,60,30
2404,19,8,56,19
2405,20,5,43,14
2406,10,6,35,13
2407,7,8,23,8
2408,36,1,53,16
2409,42,4,51,26
2410,35,5,47,9
2411,18,6,43,4
2412,59,3,6,19
2413,54,7,34,18
2414,32,15,29,23
2415,--,--,--,--
2416,37,3,33,24
2417,48,3,43,24
2418,27,4,25,17
2419,24,6,23,13
2420,13,17,40,11
2421,12,20,39,9
2422,4,3,9,1
2423,18,69,26,1
2424,11,58,27,1
2425,,,,
2426,11,75,25,1
2427,3,76,29,0
2428,15,64,23,0
2429,12,76,27,0
2430,--,--,--,--
2431,11,75,27,0
2432,11,65,21,1
2433,13,56,31,2
2434,10,84,25,1
2435,8,143,14,0
2436,2,41,8,1
2437,3,39,9,1
2438,24,36,26,3
2439,,,,
2440,,,,
2441,23,45,57,4
2442,--,--,--,--
2443,22,53,30,1
2444,24,49,31,5
2445,10,77,21,2
2446,14,49,18,1
2447,17,61,32,0
2448,,,,
2449,19,46,30,3
2450,,,,
2451,,,,
2452,23,60,23,2
2453,24,68,34,5
2454,19,51,27,2
2455,23,57,36,1
2456,18,49,26,2
2457,18,59,25,2
2458,25,48,18,0
2459,13,65,25,0
2460,12,146,20,0
2461,22,120,20,2
2462,13,70,22,0
2463,4,66,13,0
2464,32,38,30,3
2465,,,,
2466,21,38,35,3
2467,,,,
2468,,,,
2469,,,,
2470,,,,
2471,19,60,27,4
2472,,,,
2473,,,,
2474,33,40,37,1
2475,22,44,20,1
2476,28,47,31,2
2477,19,53,39,1
2478,20,43,36,0
2479,31,39,25,2
2480,42,46,32,5
2481,28,51,40,2
2482,35,43,28,4
2483,23,44,31,2
2484,47,46,31,2
2485,25,34,29,3
2486,33,46,37,4
2487,26,51,24,3
2488,,,,
2489,11,93,16,1
2490,23,115,14,3
2491,22,54,21,0
2492,16,45,12,0
2493,8,33,9,0
2494,46,31,63,136
2495,53,36,30,1
2496,35,36,47,1
2497,,,,
2498,,,,
2499,,,,
2500,,,,
2501,34,33,42,6
2502,44,40,43,4
2503,,,,
2504,,,,
2505,33,25,23,2
2506,30,49,31,2
2507,,,,
2508,19,39,16,1
2509,18,31,19,2
2510,--,--,--,--
2511,29,38,34,5
2512,34,44,23,2
2513,26,32,31,5
2514,36,36,36,2
2515,25,52,23,4
2516,31,46,19,190
2517,33,28,29,3
2518,31,44,29,6
2519,25,43,34,1
2520,,,,
2521,35,45,36,4
2522,41,27,31,5
2523,42,23,26,2
2524,,,,
2525,37,32,32,2
2526,,,,
2527,33,38,25,3
2528,28,47,28,0
2529,33,74,15,5
2530,18,113,24,0
2531,17,28,14,3
2532,10,29,9,3
2533,68,27,40,9
2534,65,22,27,9
2535,53,22,54,14
2536,58,15,52,10
2537,44,33,34,11
2538,29,43,35,2
2539,47,35,40,7
2540,40,26,42,6
2541,33,33,30,4
2542,49,29,30,6
2543,49,41,42,12
2544,60,20,37,13
2545,57,32,39,6
2546,50,21,47,7
2547,53,27,36,10
2548,57,24,52,7
2549,62,26,33,6
2550,51,43,30,0
2551,38,65,26,2
2552,25,73,28,2
2553,33,47,35,0
2554,24,54,14,2
2555,43,43,37,2
2556,38,42,36,3
2557,29,35,57,3
2558,26,63,32,3
2559,27,43,38,5
2560,25,53,41,4
2561,28,50,29,5
2562,43,38,37,5
2563,40,46,46,2
2564,42,43,32,1
2565,29,46,30,7
2566,35,37,45,6
2567,29,54,39,4
2568,32,70,33,0
2569,20,119,30,4
2570,24,67,25,2
2571,28,62,22,1
2572,27,10,51,8
2573,35,16,48,4
2574,35,14,42,12
2575,,,,
2576,21,17,49,8
2577,42,11,36,7
2578,40,12,45,11
2579,39,11,40,9
2580,28,14,45,8
2581,24,18,27,1
2582,18,23,31,4
2583,46,18,45,10
2584,40,21,56,9
2585,34,30,45,1
2586,37,31,49,4
2587,17,30,42,3
2588,41,43,37,1
2589,23,22,49,5
2590,33,21,27,6
2591,43,21,41,4
2592,43,29,38,10
2593,39,19,40,11
2594,40,34,41,4
2595,45,22,29,7
2596,24,52,26,5
2597,25,51,26,1
2598,43,38,34,2
2599,20,21,17,6
2600,13,20,24,3
2601,55,32,37,4
2602,37,40,40,7
2603,32,40,39,3
2604,38,29,52,4
2605,57,22,48,2
2606,37,36,40,2
2607,28,74,30,3
2608,15,57,31,0
2609,21,40,9,0
2610,46,15,69,6
2611,37,30,49,7
2612,44,26,48,11
2613,48,19,50,7
2614,45,12,42,9
2615,20,32,23,5
2616,20,21,26,6
2617,40,24,50,6
2618,18,36,49,3
2619,39,27,49,10
2620,19,34,56,4
2621,32,35,47,6
2622,40,26,36,11
2623,20,51,43,1
2624,9,31,18,77
2625,10,30,14,0
2626,17,31,20,0
2627,18,43,29,2
2628,17,51,20,4
2629,13,44,28,5
2630,14,21,24,6
2631,2,5,5,0
2632,2,3,3,0
2633,41,18,48,13
2634,46,18,54,16
2635,58,17,45,15
2636,52,23,43,15
2637,44,17,55,18
2638,58,15,48,10
2639,71,17,49,14
2640,44,22,52,15
2641,49,10,60,24
2642,36,43,42,3
2643,47,24,38,1
2644,40,38,35,6
2645,41,17,41,10
2646,47,33,32,3
2647,41,30,31,6
2648,38,64,26,2
2649,36,51,38,5
2650,32,67,34,2
2651,24,45,26,2
2652,22,12,27,2
2653,26,13,35,7
2654,16,17,37,4
2655,14,10,18,2
2656,11,31,25,2
2657,58,32,35,2
2658,61,28,50,4
2659,72,14,34,6
2660,46,27,49,9
2661,50,21,37,2
2662,63,25,39,4
2663,52,26,38,4
2664,48,25,41,2
2665,49,31,39,4
2666,40,35,40,6
2667,49,35,48,3
2668,39,20,50,1
2669,45,31,47,5
2670,36,34,34,7
2671,32,27,46,2
2672,33,51,40,3
2673,32,47,41,4
2674,33,46,26,1
2675,61,21,33,6
2676,43,30,43,0
2677,48,28,37,4
2678,51,27,39,2
2679,48,37,33,2
2680,37,32,24,1
2681,21,46,41,0
2682,46,29,26,0
2683,35,29,27,3
2684,37,38,37,5
2685,30,26,36,1
2686,47,20,39,4
2687,35,42,39,3
2688,45,22,26,3
2689,44,27,30,2
2690,53,23,34,3
2691,45,27,30,3
2692,39,34,39,4
2693,45,23,30,3
2694,41,27,33,4
2695,46,50,27,5
2696,19,51,25,5
2697,31,52,34,2
2698,35,63,21,0
2699,27,53,35,1
2700,20,73,23,0
2701,19,72,19,0
2702,14,84,19,0
2703,22,73,31,1
2704,31,39,31,1
2705,30,38,24,0
2706,18,34,25,1
2707,18,26,9,1
2708,35,11,50,13
2709,25,8,60,24
2710,41,9,47,13
2711,52,5,37,19
2712,40,9,54,9
2713,43,11,50,7
2714,27,13,39,16
2715,16,14,41,14
2716,27,19,42,14
2717,22,6,29,5
2718,26,39,40,8
2719,18,22,33,0
2720,26,7,11,5
2721,17,14,30,10
2722,6,8,8,11
2723,12,66,48,2
2724,14,54,33,2
2725,12,54,32,3
2726,12,46,45,2
2727,12,55,40,5
2728,11,70,29,0
2729,14,83,23,1
2730,10,75,33,0
2731,10,74,38,1
2732,15,59,23,0
2733,9,72,36,3
2734,11,66,37,2
2735,3,64,31,4
2736,19,63,26,1
2737,19,66,20,2
2738,16,66,23,0
2739,12,91,31,161
2740,4,156,11,0
2952,9,116,21,110
2953,3,98,27,0
2954,14,83,23,1
2955,17,105,16,0
2956,6,76,25,0
2957,6,77,42,0
2958,10,94,27,0
2959,10,102,23,2
2960,5,86,27,0
2961,10,95,21,121
2962,8,80,18,0
2963,19,106,22,1
2964,14,79,27,1
2965,6,74,23,3
2966,14,89,23,2
2967,8,125,12,2
2968,3,191,14,0
2969,3,159,8,0
2970,2,122,17,0
2971,4,86,7,0
2972,6,68,10,0
2973,15,74,35,3
2974,17,63,45,3
2975,11,57,40,1
2976,8,99,23,5
2977,7,67,35,1
2978,8,61,28,2
2979,10,75,30,5
2980,17,81,36,2
2981,15,70,40,3
2982,12,56,23,2
2983,18,82,20,0
2984,2,148,17,0
2985,8,108,17,1
2986,3,92,17,2
2987,16,68,48,0
2988,16,40,31,3
2989,11,74,30,5
2990,8,68,29,3
2991,5,83,30,0
2992,8,83,36,2
2993,10,76,28,1
2994,4,59,33,1
2995,9,77,33,2
2996,8,74,39,0
2997,12,67,37,3
2998,7,75,37,0
2999,12,65,24,0
3000,11,90,28,2
3001,4,139,11,0
3002,7,127,26,2
3003,8,49,5,0
3004,2,61,7,1
3005,13,45,33,4
3006,24,44,46,6
3007,17,41,42,7
3008,12,44,32,2
3009,17,36,32,3
3010,8,51,33,4
3011,21,49,29,5
3012,14,55,30,3
3013,13,38,47,4
3014,--,--,--,--
3015,22,42,26,1
3016,9,67,29,0
3017,13,74,21,1
3018,13,61,33,3
3019,15,35,27,1
3020,7,38,37,3
3021,16,54,38,0
3022,14,62,0,2
3023,19,47,31,2
3024,15,46,37,0
3025,14,48,22,4
3026,13,57,22,3
3027,19,54,37,1
3028,12,53,25,3
3029,17,54,43,4
3030,--,--,--,--
3031,18,47,35,5
3032,20,41,27,5
3033,17,46,25,2
3034,22,75,22,3
3035,27,36,37,1
3036,23,37,35,6
3037,28,32,22,4
3038,20,36,29,4
3039,17,45,26,6
3040,27,41,17,2
3041,12,88,23,2
3042,15,90,27,0
3043,15,113,23,0
3044,4,122,13,0
3045,3,106,17,2
3046,2,74,17,0
3047,7,59,26,4
3048,12,77,13,2
3049,9,60,14,0
3050,14,41,42,1
3051,19,46,35,1
3052,16,49,41,1
3053,25,41,36,2
3054,7,62,35,2
3055,16,51,30,1
3056,24,52,28,2
3057,19,48,20,4
3058,14,58,24,0
3059,16,46,38,1
3060,13,39,31,4
3061,21,41,29,1
3062,18,42,31,3
3063,13,59,27,2
3064,9,105,22,0
3065,3,113,13,0
3066,5,31,5,2
3067,3,41,8,0
3068,5,81,73,1
3069,5,77,40,1
3070,7,85,27,0
3071,5,85,27,4
3072,5,103,33,0
3073,8,70,22,0
3074,7,78,31,0
3075,8,85,33,1
3076,8,97,25,1
3077,1,110,43,0
3078,2,123,9,0
3079,5,102,7,1
3080,31,32,30,4
3081,28,29,32,2
3082,20,34,26,7
3083,20,48,30,1
3084,22,33,28,8
3085,28,33,30,2
3086,33,28,37,6
3087,28,30,48,6
3088,28,30,26,7
3089,22,24,27,3
3090,29,26,32,7
3091,32,28,16,4
3092,14,49,25,1
3093,8,83,29,1
3094,9,73,28,0
3095,12,34,17,2
3096,10,34,12,1
3097,19,58,31,1
3098,23,49,36,2
3099,17,49,31,1
3100,13,58,22,2
3101,19,53,36,6
3102,15,44,37,2
3103,6,82,12,0
3104,5,67,29,0
3105,19,51,32,1
3106,8,67,36,0
3107,18,65,19,0
3108,17,62,25,5
3109,12,51,20,4
3110,12,62,26,2
3111,12,66,34,2
3112,22,63,33,6
3113,19,58,31,1
3114,19,51,34,3
3115,21,53,28,2
3116,14,41,31,1
3117,17,56,30,6
3118,13,80,22,0
3119,3,102,14,0
3120,5,103,12,0
3121,3,109,10,1
3122,4,63,10,3
3123,10,74,8,0
3124,12,60,22,0
3125,9,65,31,3
3126,6,53,34,2
3127,12,55,34,0
3128,11,69,39,2
3129,13,54,36,1
3130,17,67,35,0
3131,12,55,37,1
3132,14,50,30,0
3133,10,46,37,2
3134,14,50,31,1
3135,12,63,25,0
3136,6,94,21,0
3137,11,65,20,1
3138,13,52,30,4
3139,13,74,30,0
3140,12,50,18,1
3141,12,70,29,0
3142,8,67,26,1
3143,12,61,38,1
3144,9,70,27,0
3145,12,58,21,1
3146,10,68,30,1
3147,13,72,29,1
3148,5,57,35,0
3149,9,82,18,3
3150,14,58,31,1
3151,16,58,32,2
3152,8,75,18,1
3153,14,61,20,1
3154,17,67,27,2
3155,9,62,29,1
3156,13,47,25,4
3157,19,55,30,0
3158,14,50,32,1
3159,10,66,31,1
3160,11,78,29,1
3161,5,85,20,1
3162,8,109,18,0
3163,4,152,13,1
3164,7,147,19,0
3165,6,110,14,0
3166,4,81,18,0
3167,12,65,16,1
3168,4,99,10,1
3169,7,62,18,0
3170,20,41,36,0
3171,4,41,33,5
3172,14,61,30,4
3173,11,58,33,0
3174,9,60,26,2
3175,19,47,36,1
3176,18,64,33,0
3177,12,62,32,4
3178,14,44,41,1
3179,11,66,43,1
3180,10,78,24,0
3181,8,73,31,0
3182,8,72,19,1
3183,8,65,35,1
3184,10,80,23,2
3185,15,70,22,2
3186,11,74,32,2
3187,9,80,25,2
3188,19,53,19,3
3246,5,135,12,--
3247,14,96,23,0
3248,11,76,30,0
3249,7,81,30,0
3250,8,76,27,1
3251,6,76,31,1
3252,10,83,28,1
3253,7,77,24,0
3254,9,103,21,0
3255,5,97,21,1
3256,9,71,15,2
3257,4,82,24,1
3258,6,105,23,1
3259,7,86,31,1
3260,8,90,24,0
3261,3,82,21,0
3262,2,85,30,0
3263,5,92,21,0
3264,10,75,19,0
3265,6,79,24,1
3266,7,82,17,1
3267,11,75,23,3
3268,9,99,18,1
3269,9,126,13,2
3270,2,145,5,0
3271,3,175,7,0
3272,3,185,4,0
3273,1,139,10,0
3274,7,130,10,0
3275,1,161,7,1
3276,7,82,30,2
3277,9,63,19,0
3278,9,89,29,1
3279,7,58,27,2
3280,7,89,22,0
3281,8,82,21,3
3282,10,78,28,0
3283,9,65,20,0
3284,10,86,22,1
3285,13,64,23,1
3286,9,85,31,1
3287,7,73,18,1
3288,2,102,18,0
3289,4,173,10,0
3290,0,117,15,0
3291,1,78,6,1
3292,1,71,4,0
3293,16,32,54,4
3294,24,44,41,5
3295,24,44,37,2
3296,18,48,45,1
3297,11,62,34,2
3298,17,68,38,--
3299,14,63,34,1
3300,11,55,38,1
3301,18,56,30,5
3302,18,62,37,0
3303,9,64,33,0
3304,18,51,32,1
3305,16,38,31,4
3306,16,43,30,2
3307,20,53,32,1
3308,11,66,29,0
3309,4,137,17,1
3310,5,87,28,1
3311,7,42,18,1
3312,7,54,15,1
3313,22,31,24,3
3314,21,33,47,1
3315,22,37,38,2
3316,18,42,40,3
3317,19,47,39,5
3318,20,47,37,1
3319,17,56,42,0
3320,21,49,40,1
3321,24,52,38,2
3322,12,36,32,1
3323,17,57,32,1
3324,10,66,43,1
3325,8,76,34,0
3326,19,41,35,1
3327,22,53,36,3
3328,14,49,41,1
3329,10,49,43,3
3330,22,69,32,0
3331,17,55,38,2
3332,19,67,30,6
3333,20,58,34,2
3334,19,48,39,4
3335,17,53,32,2
3336,19,46,31,3
3337,22,60,32,3
3338,25,53,39,2
3339,24,49,32,5
3340,15,49,26,3
3341,14,42,42,7
3342,24,53,30,2
3343,20,39,25,1
3344,18,53,43,1
3345,12,63,32,0
3346,15,75,21,2
3347,5,138,24,0
3348,4,138,24,0
3349,8,93,26,0
3350,7,86,19,0
3351,13,72,20,1
3352,9,66,24,0
3353,10,74,2,0
3354,21,59,28,2
3355,11,55,31,1
3356,13,75,30,1
3357,16,73,27,1
3358,10,65,18,0
3359,11,73,28,1
3360,11,63,33,--
3361,11,81,22,0
3362,17,74,27,2
3363,14,73,27,2
3364,5,71,24,1
3365,4,81,28,3
3366,14,53,33,4
3367,8,57,38,4
3368,10,72,28,1
3369,5,97,23,3
3370,4,158,11,1
3371,7,126,21,0
3372,5,51,20,0
3373,5,63,20,1
3374,11,56,26,2
3375,12,47,47,1
3376,12,58,41,2
3377,9,55,40,0
3378,9,66,24,0
3379,13,62,41,2
3380,8,61,43,2
3381,12,58,28,1
3382,9,63,37,1
3383,5,68,29,0
3384,4,90,31,0
3385,8,90,29,0
3386,8,71,31,1
3387,20,62,24,--
3388,13,55,41,2
3389,5,68,26,3
3390,10,81,29,0
3391,7,63,30,0
3392,8,62,39,0
3393,6,73,30,1
3394,12,62,30,2
3395,11,62,33,1
3396,7,65,26,2
3397,13,54,33,2
3398,13,49,26,0
3399,9,59,29,4
3400,15,58,22,3
3401,10,57,36,0
3402,17,54,43,8
3403,8,49,31,1
3404,7,64,38,2
3405,10,53,36,3
3406,12,62,22,2
3407,11,62,25,3
3408,5,69,27,0
3409,8,80,26,0
3410,3,109,27,1
3411,1,166,8,0
3412,6,179,18,0
3413,4,128,15,0
3414,2,112,17,1
3415,6,77,26,0
3416,5,100,22,0
3417,3,95,11,0
3418,3,68,16,0
3419,4,85,32,0
3420,5,80,26,1
3421,5,73,32,1
3476,37,78,40,8
3477,56,59,51,15
3478,41,61,56,9
3479,25,74,48,17
3480,26,64,50,5
3481,38,71,47,11
3482,31,50,44,20
3483,35,61,43,22
3484,38,65,46,20
3485,45,54,53,13
3486,31,74,45,16
3487,18,166,30,1
3488,19,144,33,5
3489,21,147,31,3
3490,18,151,24,4
3491,19,116,42,1
3492,9,75,33,5
3493,36,28,52,15
3494,36,37,69,11
3495,29,25,58,18
3496,51,16,59,14
3497,13,32,32,9
3498,12,38,34,0
3499,58,17,55,25
3500,41,25,50,13
3501,59,25,40,28
3502,39,26,42,21
3503,54,29,48,42
3504,42,28,52,27
3505,33,74,40,10
3506,34,43,38,10
3507,29,14,64,26
3508,24,18,69,14
3509,19,23,53,15
3510,21,7,52,16
3511,9,32,47,3
3512,19,29,63,17
3513,23,22,58,8
3514,26,44,57,12
3515,25,38,47,13
3516,26,48,51,9
3517,29,43,64,9
3518,35,39,52,4
3519,23,46,58,7
3520,16,53,50,3
3521,28,39,56,8
3522,37,40,43,10
3523,22,44,50,3
3524,37,35,56,13
3525,26,33,55,13
3526,32,37,51,6
3527,30,49,44,7
3528,24,28,49,16
3529,32,22,46,8
3530,25,45,53,7
3531,16,97,45,5
3532,11,87,31,5
3533,16,103,36,2
3534,14,73,37,1
3535,17,74,31,2
3536,20,37,30,1
3537,34,29,49,20
3538,37,61,64,23
3539,30,42,46,21
3540,20,33,56,23
3541,45,42,47,5
3542,43,40,51,5
3543,38,31,45,6
3544,25,52,34,6
3545,48,39,49,3
3546,41,51,47,7
3547,33,47,55,9
3548,33,51,51,3
3549,34,58,48,4
3550,26,59,36,1
3551,32,66,45,5
3552,32,55,45,5
3553,31,53,49,4
3554,26,55,36,3
3555,36,40,44,7
3556,42,49,48,2
3557,23,75,38,5
3558,36,39,55,4
3559,43,47,48,9
3560,40,54,56,9
3561,36,50,34,8
3562,39,47,38,8
3563,43,37,37,11
3564,43,45,38,5
3565,42,33,45,4
3566,30,49,42,3
3567,21,100,26,0
3568,20,90,32,0
3569,10,104,27,0
3570,15,99,30,3
3571,13,99,26,1
3572,23,70,29,2
3573,20,70,21,5
3574,24,53,22,4
3575,9,48,33,3
3576,22,52,16,2
3577,64,31,48,25
3578,49,37,51,3
3579,61,18,48,10
3580,31,32,38,0
3581,21,30,17,3
3582,30,21,57,8
3583,61,16,49,13
3584,25,32,52,10
3585,29,25,59,9
3586,50,19,44,3
3587,36,17,39,21
3588,28,34,38,5
3589,17,39,26,4
3590,9,18,27,4
3591,70,19,42,7
3592,85,9,52,7
3593,67,22,48,6
3594,64,29,50,14
3595,60,21,32,3
3596,41,29,43,6
3597,48,21,38,9
3598,29,47,25,3
3599,41,46,22,1
3600,29,45,23,0
3601,58,14,54,10
3602,50,17,65,11
3603,64,13,54,19
3604,55,33,51,11
3605,52,28,61,4
3606,46,29,56,8
3607,47,28,58,13
3608,49,24,52,10
3609,50,19,47,7
3610,51,26,55,12
3611,67,22,54,12
3612,70,13,52,14
3613,57,10,60,18
3614,59,14,45,14
3615,50,28,49,6
3616,22,60,43,3
3617,21,58,37,1
3618,26,40,31,5
3619,25,13,20,3
3620,38,18,11,6
3621,66,11,67,7
3622,45,13,62,8
3623,55,16,71,8
3624,65,15,54,16
3625,50,6,50,9
3626,42,6,39,11
3627,40,38,48,12
3628,31,15,34,5
3629,24,6,20,5
3630,36,10,42,18
3631,38,4,56,27
3632,27,3,49,20
3633,18,5,35,16
3634,33,6,30,11
3635,27,1,45,15
3636,32,5,43,7
3637,24,4,49,19
3638,42,3,35,18
3639,38,3,44,14
3640,30,6,43,34
3641,30,3,50,23
3793,11,75,21,0
3794,9,58,30,1
3795,6,63,24,2
3796,11,53,8,3
3797,6,42,7,5
3798,42,8,45,3
3799,63,6,49,9
3800,37,12,45,11
3801,40,17,43,17
3802,69,5,41,6
3803,62,10,45,16
3804,57,5,44,19
3805,38,16,50,6
3806,34,17,29,6
3807,48,17,42,9
3808,36,8,51,13
3809,46,15,31,9
3810,44,16,50,13
3811,31,14,53,13
3812,51,14,49,19
3813,47,11,36,5
3814,42,15,43,18
3815,48,4,37,16
3816,50,3,45,22
3817,48,8,48,8
3818,48,11,46,5
3819,25,27,43,5
3820,21,30,28,3
3821,27,21,37,5
3822,27,21,36,5
3823,21,14,28,5
3824,19,10,24,2
3825,21,6,20,6
3826,38,16,44,12
3827,40,13,38,7
3828,59,12,46,19
3829,71,15,35,10
3830,29,20,46,8
3831,24,34,40,4
3832,35,19,47,9
3833,43,19,38,14
3834,26,29,31,9
3835,--,--,--,--
3836,45,21,48,13
3837,34,21,40,8
3838,25,41,35,4
3839,17,70,38,4
3840,19,48,38,4
3841,19,10,15,1
3842,20,19,14,1
3843,17,43,49,1
3844,27,41,45,2
3845,18,41,39,1
3846,21,49,36,2
3847,17,53,51,3
3848,17,47,32,7
3849,24,63,19,3
3850,7,94,15,1
3851,4,77,18,2
3852,33,16,32,3
3853,17,21,21,4
3854,30,19,55,6
3855,37,31,44,12
3856,40,26,61,15
3857,29,26,57,8
3858,44,25,68,9
3859,48,19,57,21
3860,42,13,70,16
3861,47,14,38,5
3862,35,13,36,10
3863,19,10,23,9
3864,18,3,11,8
3865,20,52,43,10
3866,33,52,61,15
3867,37,38,52,10
3868,32,36,49,15
3869,35,46,40,21
3870,25,62,50,7
3871,20,52,48,13
3872,26,57,47,10
3873,26,53,47,7
3874,27,38,49,12
3875,14,63,35,11
3876,22,87,26,4
3877,15,107,34,4
3878,17,65,14,5
3879,15,31,20,6
3880,52,19,44,10
3881,33,23,53,13
3882,37,20,61,18
3883,48,13,55,34
3884,53,16,49,18
3885,51,17,57,29
3886,60,8,48,18
3887,32,26,55,132
3888,40,24,38,6
3889,37,22,67,3
3890,40,17,53,14
3891,43,33,53,7
3892,38,24,45,12
3893,39,22,45,14
3894,29,34,39,6
3895,25,47,49,4
3896,22,55,36,4
3897,25,45,38,2
3898,9,22,23,6
3899,19,13,22,5
3900,44,13,58,23
3901,41,13,56,30
3902,41,9,41,27
